0,1
远在千里之外，巨嘴鸟格雷西亚的故事感动了著名纪录片导演葆拉·埃雷迪亚和探索新闻频道制片人约翰·霍夫曼。,"Thousands of miles away, the story of the Toucan Gracia touched the famous documentary director Paula El Reidia and the news channel producer John Hoffman."
肯尼接下来将出战于今天开始、为期三天的竞速赛。,"Kenny next competes in the sprint, which begins on today and plays out over three days."
"他说：""这是昆斯费里大桥建造过程中的一个历史性时刻。""","He said: ""This is a historic and symbolic moment in the building of the Queensferry Crossing."
因此，高污染、大能源、多占地的问题还没有从生产生活方式转变上得到根本性应对。,"Therefore, the problem of high pollution, heavy energy consumption and land occupation has not been fundamentally addressed in the transformation of production and life styles."
哦，对了，詹姆斯刚刚为克利夫兰带来了过去52年里第一座职业体育冠军奖杯。,"Oh, yes, James has just brought the first professional sports championship trophy in Cleveland in the past 52 years."
Primark 顾客对一名厚颜无耻地在店中央试穿内裤的女子表示愤怒,Primark shopper outraged at woman who brazenly tried on underwear in the middle of the shop
央行对支付宝等27家非银行机构支付业务许可证续展5年,The central bank extends business license valid period of 27 non-bank institutions including Alipay by 5 years
期间发生了许多波折，包括四月技术总监肖恩·萨顿因性别歧视和欺凌指控而辞职以及霍伊、维多利亚·彭德尔顿等传奇人物的退役。,"There have been dramas in the background, not least the resignation of technical director Shane Sutton in April amid sexism and bullying allegations, and the retirements of giant figures like Hoy and Victoria Pendleton."
截至今年６月，新西兰１２个月内移民净流入数量为６.９１万人，成为新西兰近年来人口增长的主要驱动力。,"As of June this year, New Zealand's net inflow of immigrants within 12 months was 69,100, making it the main driver of New Zealand's population growth in recent years."
里德：希拉里若当选总统将提名加兰德进入最高法院,Reid says Clinton will stick with Garland as Supreme Court nominee if elected
据悉，国旗预计于11日运抵里约，奥组委收到国旗后会送到各个奥运场馆，整个过程将在中国驻巴西使领馆的监督之下完成。,It is reported that the flags are expected to arrive in Rio on the 11th. Then the Olympic Organizing Committee will send the flags to various Olympic venues after receiving the flag. The whole process will be under the supervision of the Chinese embassy in Brazil.
据悉，英国新首相特蕾莎·梅将在8月24日返回伦敦，之后等待她的是一系列重要工作和活动。,It is reported that the new British Prime Minister Teresa Mei will return to London on August 24. A series of important work and activities will be waiting for her.
为整合业务资源，发挥规模效应，提高监管效率，本次续展对拟合并《支付业务许可证》的支付机构，相应调整其业务范围。,"To integrate business resources, play size effect and improve the efficiency of supervision, this renewal will adjust its business scope of the ""Payment Business License"" payment agencies which are proposed for merging."
对于发证时限，大部分地区跟国家版的意见一致，即在15日内发放。,"For the time limit, most of the region hold the same opinion with the national version. That is, to release the permit within 15 days."
这份报告甚至建议在选民手指上涂上擦不掉的墨水，防止有人二次投票。,The report even suggests putting indelible ink on a person's fingers as they cast their ballot to prevent anyone being able to vote twice.
“8月4日的冲突警方还没有调查结果，8月11日零时许，另外两名司机的出租车在住处又被打砸了。”,"""The conflict on August 4 has not yet obtained investigation results. Around 0 o'clock on August 11, the taxi of another two drivers was smashed in the residence. """
这些建议包括要求选民在投票前出示身份证件。,Consider the options for requiring voters to produce ID before voting.
Brown 是 Germantown 地区遭到枪击的四人之一。,Brown was among four people shot in the Germantown section.
"“有偿获得排污权并不等于获得了违法排污的权力,并不能随意地排放污染物。”","The obtaining of compensated emission right is not equal to the obtaining of illegal discharge, so companies cannot discharge pollutants at will."
"“信用修复机制是税收信用体系建设乃至全社会信用体系建设的一个重要的里程碑,标志着我国社会信用体系建设在不断发展完善,日趋成熟。”","""The credit repair mechanism is an important milestone in the construction of the tax credit system and even the credit system of the whole society, which indicates that the construction of our social credit system is becoming more and more mature."""
该地区有不少房屋及车辆受损。,Multiple houses and vehicles in the area were also struck.
德国商业银行大宗商品研究主管温伯格（Eugen Weinberg）称，人们认为OPEC试图通过9月会议稳定市场的可能性很低。,"Eugen Weinberg, director of commodity research at the German commercial bank, said the possibility of OPEC trying to stabilize the market through the September meeting was low."
喀山世锦赛后，宁泽涛凭借其超高颜值和好成绩，瞬间成为网红。,"As a result, ""national husband (a good match)"", ""fresh little meat"", ""gorgeous"", etc. have become his label."
莱斯曼的表现有点像是对四年前的复仇，当时她并列第三，但在决胜局中输给了穆斯塔芬娜。,"Raisman's performance was a bit of revenge from four years ago, when she tied for third but lost the bronze to Mustafina on a tiebreaker."
IT工程师吴言是深度网络社交爱好者，他大部分的社交生活都发生于线上，网络联系人更数倍于线下朋友圈人数。,IT engineer Wu Yan is a profound social networking lovers. His majority social life occurred online and his online contact is several times than that of offline friends.
苏格兰皇家银行将不再为苏格兰以外的客户服务。,Royal Bank of Scotland will disappear for customers outside Scotland.
加莱省长办公室认为这些地方应被拆除，因为它们是不缴税的平行经济，还存在火灾和卫生隐患。,"The Calais prefect's office argued the places should be demolished because they represented a parallel economy that did not pay tax, and because they carried fire and sanitation risks."
根据重庆市气象局门户网对各区县高温天气的统计，除酉阳外，我市其余各地都能领取到不同程度的高温津贴。,"According to the statistics of hot weather in the districts and counties by the portal of the Chongqing Municipal Bureau of Meteorology, in addition to Youyang, the rest of the city can receive different degrees of high temperature allowance."
"戴图理凭借 Predilection 在纽马基特的成功取得职业3,000胜","Frankie Dettori reaches 3,000 winners with victory at Newmarket on Predilection"
从公司董事会到好莱坞以及我们携带的设备，美国文化似乎一直在提倡多样性与包容性。,"American culture seems involved in an endless struggle over diversity and inclusion, from corporate boardrooms to Hollywood and the devices we all carry in our hands."
这位19岁的美国体操运动员周四摘得了全能冠军，充分在奥运赛场上展示了她在体操方面领先世界的天赋。,"The 19-year-old American gymnast soared to the all-around title on Thursday, putting the gap between herself and the rest of the world on full display under the Olympic spotlight."
当这些恒星风穿过恒星的磁场时，它们会对恒星产生制动作用。,"As these winds travel across the stars' magnetic fields, they enact a braking effect on the stars."
但目前尚未知晓是否将有驾驶员面临指控。,However it remains to be seen if any of the drivers involved will face charges.
"他策着出自练马师高仕登 (John Gosden) 之手的 Predilection 在马道上急驰，于当晚收获两场胜利，也借此实现了职业3,000胜。","He brought up the landmark with his second winner of the night at his local track - on Predilection, trained by John Gosden."
日前，该涉案犯罪嫌疑人已被徐汇公安分局移送徐汇区检察院审查起诉。,"Recently, the suspect involved was transferred by Xuhui Public Security Bureau to Xuhui District Procuratorate for prosecution."
珍·齐格曼表示：“这是为了在食物上与正在受苦的人们同甘共苦。”,"""It was an act of culinary solidarity with the people who were suffering,"" Jane Ziegelman said."
比赛仅仅过了四分钟，杰瑞·图怀又在右翼触地得分。,"With four minutes on the clock Jerry Tuwai added another down the right wing, which was converted."
由于徽文化非遗传承主要依赖口传面授，许多非遗濒临失传，运用数字化技术保存和保护势在必行。,"As the inheritance of intangible cultural heritage projects of Anhui province mainly relies on oral and face-to-face passage, many intangible cultural heritage projects are on the verge of failing to be handed down from past generations. So the application of digital technology for conservation is imperative."
但宁泽涛需要看看，自己和这些前辈相比，是不是具备了足够的资格呢？,"At the 2000 Sydney Olympic Games, the already 21-year-old Liu Xuan came to the end of athlete career."
根据一份关于该报告的新闻，“经过中央司令部高级领导者审核的情报对于美国反恐行动的描述比实际情况更乐观，并且始终比其他情报机构的分析更乐观。”,"""Intelligence products approved by senior Centcom leaders typically provided a more positive depiction of U.S. antiterrorism efforts than was warranted by facts on the ground and were consistently more positive than analysis produced by other elements of the intelligence community,"" a news release about the report said."
连续熬夜看奥运赛事容易损伤心脏,Staying up late watching the Olympic Games will damage the heart easily
“目前有两名旅游警察开始学习汉语，已经说得不错了，我们还要继续提高他们的汉语水平，”雷萨科夫说。,"""At present, there are two tourist police beginning to learn Chinese and they can speak fluently. We have to continue to improve their Chinese level,"" Lysakov said."
里约奥运会上长相酷似凯特王妃的自行车手及撞脸其他名人的选手受到追捧,Crazy for Kate's cyclist lookalike and other celeb doppelgangers of Rio Olympians
美国建筑史学家学会南加利福尼亚洲分会与新书《洛杉矶中央博物馆：其艺术与建筑历史》的作者阿诺·斯瓦茨曼和史蒂芬·吉举办了一场沙龙。观众们可通过此次活动进一步了解市中心中央图书馆的历史。,"Learn more about the history of downtown's Central Library as the Society of Architectural Historians/Southern California Chapter hosts a salon with Arnold Schwartzman and Stephen Gee, authors of the new book ""Los Angeles Central Library: A History of its Art and Architecture"" ."
据报道，截至2015年，我国的人均体育场地面积虽然已是新中国成立时的150倍，但仍远远落后于体育强国。,"According to reports, as of 2015, the area of China's per capita sports venues has been 150 times of that when the new China was established, but still far behind the sports power."
就是说，措辞确实不恰当，拜伦对此深感抱歉。,"That said, they were inappropriate and an unfortunate choice of words and Byron is very sorry for what he said."
在等待最后比分出来的时候，莱斯曼轻轻抱了一下拜尔斯。当拜尔斯得知自己取得梦寐以求的成绩后，顿时留下了眼泪。,"Raisman hugged her gently as they awaited the final score - a mere formality - and tears appeared around Biles' glittery red, white and blue eyeliner when the vision she once wrote in a scrapbook became a reality."
国家卫生计生委、国家中医药管理局将适时组织对部分省份专项监督检查工作开展情况进行督查。,National Health Commission and the State Administration of Traditional Chinese Medicine will timely carry out supervision on the supervision and inspection work of some provinces.
这种药物在心脏病发作后持续服用12个月，可降低中风或心脏病再次发作的风险。,"The drug is already given for 12 months after a heart attack, reducing the risk of a stroke or another attack."
克林顿夫妇2015年收入为1075万美元，缴纳了34.2%的联邦税,"Clintons earned $10.75 million in 2015, paid 34.2 percent federal tax rate"
在英格兰和威尔士，所有在总部及证券交易所以外的提法将更改为国民西敏寺银行。,"In England and Wales, all RBS references, outside head office and the stock exchange listing, will be changed to NatWest."
第29分钟，王栋操刀点球破门，第39分钟，新援卡尔德克在费尔南多助攻下收获中超首球，第81分钟，国安扳回一球。,"At the 29th minute, Wang Dong led to scoring one ball. At the 39th minute, with assistance by Fernando, the new support Kardec won the first score of the Chinese Football Association Super League. At the 81st minute, Guoan regained a score."
"几周前，我在 Epsom 跟戴图理说，如果他不仅仅是一个周末与大赛骑师，他应该已经能取得6,000场胜利了！","I said to Frankie a few weeks ago at Epsom he'd have ridden 6,000 winners if he wasn't just a weekend and big-race jockey!"
英国议会将于9月5日复会，辩论的议题中包括网上要求的举办第二次脱欧公投事宜。,The British parliament will resume on September 5. The subject matter covers the second Brexit referendum required by the internet.
Louis Galicia 称 Frank 起初住在招待所里，但是最近“一切终于好起来了。”,"Louis Galicia said Frank initially stayed in hostels, but recently, ""Things were finally going well for him."""
在周六的比赛中，美国队以惊人的表现创造了奇迹。要知道在四年前的伦敦奥运会上，美国队在12支队伍中垫底。,"However Saturday's game turns out, the Americans have created a stir with their surprising run here, four years after finishing last among 12 teams at the London Games."
五十岁的罗伊在声明中表示：“在过去三年中，我怀着活力、激情与决心履行科罗拉多雪崩队主教练兼副总裁的职责。”,"""For the past three years, I have carried out my duties as head coach and vice president of hockey operations for the Colorado Avalanche with energy, passion and determination,"" the 50-year-old Roy said in the statement."
他表示：“昆士兰的社区法律中心长期处于资金不足的状况，这意味着数千人将无法获得所需要的重要服务。”,"""Queensland's community legal centres are chronically underfunded, meaning thousands of people are turned away from the vital services they need,"" he said."
一个手势结束一场危机。,It was a gesture that ended a crisis.
"在障碍赛领域，有两名骑师取得了这一成就，他们分别是冠军骑师理查德·约翰逊 (Richard Johnson) 和现已退役的20届冠军麦考伊 (Anthony McCoy) 爵士，其中麦考伊爵士在其破纪录的职业生涯中取得了超过4,300场胜利。","Two jockeys have reached the milestone in jump racing - champion jockey Richard Johnson and retired 20-time champion Sir Anthony McCoy, who had more than 4,300 victories in a record-breaking career."
拜尔斯最近三年一直称霸赛场，共夺得15枚世界锦标赛奖牌，其中包括十枚金牌。怀揣志向的她每日刻苦训练，以达到更高的精确度。1984年奥运冠军玛莉·卢·雷顿 (Mary Lou Retton) 称：“拜尔斯是我见过的最棒的体操运动员。”,"Biles has spent the last three years dominating her sport, winning 15 world championship medals - including 10 gold - with routines so astonishing in their mix of ambition and precision that 1984 Olympic champion Mary Lou Retton called her ""the greatest gymnast I've ever seen."""
关于恒星如何、何时以及为何减慢自转速度并且“收起自己的舞鞋”，我们仍有许多需要了解的知识。,"We still have a lot we want to learn about how, when and why stars slow their spin rates and hang up their 'dance shoes,' so to speak."
忘掉炒作。,Forget the hype.
而他和女儿参加“爸爸去哪”等综艺节目，更是让他赚足了眼球。,"The once gold generation Yang Wei, Li Xiaopeng and Chen Yibing all participated in a variety of variety show."
经查，2016年7月27日，原赣州市定南县委书记陈阳霞到省纪委报到上班，担任党风政风监督室主任（副厅长级，试用期一年）。,"It was found that on July 27, 2016, Chen Yangxia, the former Ganzhou City Dingnan County Party Secretary came to the Provincial Commission for Discipline Inspection for reporting and serving as director of the CPC supervision room (deputy director-general, one year's probation period)."
群发诈骗短信达到一定数量，即使未诈骗得手，也可以诈骗罪论处。,People who sent a certain amount of mass fraud messages may be punished for crime of swindling even if they did not succeed in fraud.
该发言人称，“我们是相处得像亲密无间的一家人的一个小团队，我们将深深怀念他。”,"""We are a small team that operates like a close knit family and he will be dearly missed,"" the spokesperson said."
而安特卫普为全球最大的钻石交易中心之一，当地工匠的钻石切割技术名满天下，所出售的钻石经过严格鉴定，深受内地女士的欢迎。,"Antwerp is one of the world's largest diamond trading centers. The diamond cutting technology of local artisans is well-known. All diamonds on sale have undergone rigorous identification, deeply welcomed by the mainland ladies."
据证监会官方微博消息，证监会今日表示，目前，两地证券监管部门以及深交所和港交所之间，正在密切合作。,"According to the official microblogging news of the China Securities Regulatory Commission (CSRC), the securities market supervision department is cooperating closely with the Shenzhen Stock Exchange and the Hong Kong Stock Exchange."
这对夫妻表示在写这本书时，他们进一步了解了齐格曼女士母亲的饮食习惯，比如她如何不把食物丢弃。,"The couple said that in writing the book, they gained greater understanding of the eating habits of Ms. Ziegelman's mother - how she couldn't throw food away, for instance."
刘赐贵强调，三亚要紧紧抓住历史发展机遇，以“双修”“双城”试点工作为重要抓手，在全省经济社会发展中充分发挥好示范带动的龙头作用。,"Liu Cigui stressed that Sanya should firmly grasp the historical development opportunities and take the pilot work of ""Double Restoration and Dual City"" as key content to give full play to the leading role of demonstration during the economic and social development in order to firmly grasp historical development opportunities."
在昆士兰，每五个人中有三个人在寻求免费法律咨询和代理服务时被拒，其中大部分是老年人、移民、弱势的工人、暴力事件的受害人以及没有资源对抗不公正驱逐的人等。,"In Queensland, three out of five people - mostly the elderly, immigrants, vulnerable workers, victims of violence and those without resources to fight unfair evictions and the like - are already turned away while seeking free legal advice and representation."
《Treats》：裸体日历“男女都喜爱”,"Treats says nude calendar for 'women, as well as men'"
青岛是全国第12个也是山东省首个排污权有偿使用和交易试点城市。,Qingdao is China's 12th and also Shandong's first trial city to use and trade emissions.
相比于以上几个人，宁泽涛一个游泳世锦赛冠军的名头还是略显单薄。,"Compared with these people, the title of Ning Zetao, a swimming world championship, is not so great."
他说，由顾立雄担任不当党产委员会主委是不二人选，借用洪培根过去查察相关重大案件的经验，将作为委员会清查相关不当党产案件的基础。,He said that Gu Lixiong will be the most appropriate candidate for the Ill-gotten Party Assets Handling Regulations. The experience of Hong Peigen who dealt with the major cases will serve as the foundation for the committee to uncover the related Ill-gotten Party Assets.
《Treats》总裁 Steve Shaw 今年早些时候表示，他们以裸体为主的杂志不同于老派的《花花公子》，因为“后者面向男性。”,"Treats president Steve Shaw told us earlier this year that his nude-heavy magazine differs from old-school Playboys because ""Playboy is for men."""
果然，香港权威媒体《大公报》透露，宁泽涛失利的最大原因，就在于他已经失去了对游泳的兴趣。,Many factors may have a great impact on his future ideas. He is now more interested in entering the entertainment circle.
截至8月8日，花垣已为13140名贫困学生落实今年上半年各种救助资金2100多万元。,"As of August 8, Huayuan County had raised more than 21 million yuan of various relief funds this first half year for 13,140 poverty-stricken students."
2016年，北海新项目的支出预计不超过14亿美元，而过去五年的平均项目支出达到约70亿美元。,"Less than $1.4 billion in spending on new projects in the North Sea is expected in 2016, compared with an average of around $7 billion in the past five years."
2016年扬子晚报利群阳光助学行动自5月26日启动，经过两个月的报名，申请助学金的贫困学子总人数达800多人。,"2016 Liqun sunshine student support action of Yangtze Evening News started from May 26. After two months of registration, the total number of poor students applying for grants is up to 800."
英国队依靠强大的其场地自行车队在奥运会中期占据主动并且囊获多枚奖牌。,Team GB have come to rely on its mighty track cycling squad to take ownership of the middle period of an Olympic Games and deliver a host of medals.
随着中亚班列的加密开行，西安铁路局新筑车站货运量逐年提升。,"With the increase of the operation of Sino-Asia freight trains, the freight volume of the Xinzhu Railway Station of Xi'an Railway Bureau increased year by year."
正当她为入学费用犯愁时，8月9日，团县委及时给她落实了5000元资助款。,"When she was worried about the tuition, the county committee of the Communist Youth League offered she a 5000-yuan subsidy on August 9."
我简直不敢相信。,I just can't believe it.
据许达哲介绍，尽管我国的飞行器已经进入了深空，但是完成火星探测任务仍不可或缺，探测火星意味着中国从真正意义上迈入深空探测时代。,"According to Xu Dazhe, although China's aircraft has entered a deep space, it is still essential to finish the task of Mars exploration. The detection of Mars means that China has stepped into the deep space exploration era in a true sense."
由于没有那么多的推进剂来抵消那么高的速度，所以登陆火星时，减速要依靠火星大气的作用，然而火星大气难以在地面模拟。,"Because there is not so much propellant to offset the high speed, the slowdown should rely on the atmosphere of the Mars while landing the Mars. However, it is quite difficult to simulate the atmosphere of the Mars on earth."
荷兰皇家壳牌经营的北海石油平台上出现了多次针对油田服务公司 Wood Group 的罢工。,Strikes against oilfield services company Wood Group have been staged sporadically on platforms in the North Sea operated by Royal Dutch Shell.
“我们本来希望早晨泳池就能恢复正常颜色，但是由于下雨所以恢复的速度受到了影响。”,"""We had hoped that the pool would return to normal color in the morning, but the speed of recovery was affected by the rain."""
在向当地和地区竞选团队领导层投诉后，博迪尼从卷宗中了解到至少还有四个人经历了相同的事情。,"After complaining to local and regional campaign leadership, Bordini learned that at least four other people had experience the same thing with Phillip, according to the filing."
小鹏和吴言在一个大群里相识，因为两人都是积极发言者，很快就熟络起来了。,Xiaopeng and Wuyan meet each other in the group chatting. They two get familiar with each other because they are active speakers.
Help Refugees 和 L'Auberge des Migrants 这两家慈善组织周五预计，丛林难民营中的难民数量已突破9000，这也是继夏季难民人数激增以来的最高水平。,"Two charities, Help Refugees and L'Auberge des Migrants, on Friday estimated that numbers in the Jungle camp have risen to over 9,000 people - the highest ever - after a steep increase in arrivals during the summer."
河北省慈孝基金，全称为河北省志愿服务基金会·慈孝基金，由河北品牌会筹委会发起，成立于2015年8月。,"Hebei Provincial Cixiao Fund, known as Cixiao Fund of the Hebei Volunteer Service Foundation, was initiated by the Hebei Brand Preparatory Committee, and established in August 2015."
JX能源表示，“2015年底之后，中国开始向澳大利亚出口高品质的轻油”，在亚洲市场上与日本产品形成竞争。,"According to JX Energy, ""After the end of 2015, China began to export high-quality light oil to Australia."" Such light oil products are competitive with Japanese products on the Asian market."
国会小组表示，军事官员扭曲了ISIS的情报,"Military Officials Distorted ISIS Intelligence, Congressional Panel Says"
帕萨迪纳加州理工学院红外处理分析中心研究科学家卢萨·雷布尔在新闻发布会上表示：“我们希望通过比较我们的结果与其他星团进一步了解恒星质量、年龄、甚至其太阳系历史之间的关系。”,"""We hope that by comparing our results to other star clusters, we will learn more about the relationship between a star's mass, its age, and even the history of its solar system,"" Luisa Rebull, a research scientist at Caltech's Infrared Processing and Analysis Center in Pasadena, said in a news release."
这里经过整治后，成了体育文化公园，并将于11月正式对外开放，向市民免费提供运动场所，也无疑为全民体育开辟了全新的沃土。,"After the renovation, it became a sports and cultural park, and will be officially opened in November to the public free of charge to provide sports venues. In addition, it would undoubtedly open up a new fertile soil for the whole people."
另一方面，对于拒不移车、违法停放或妨害通行的车主，西安交管部门表示，交警届时将会根据实际情况采取不同的处置措施，视情况给予处理。,"On the other hand, for those who refuse to move and have illegal parking or obstruction, Xi'an traffic control department said the traffic police will take different measures to handle the actual situation based on the actual situation."
工厂的最大股东是一家美铝公司和氧化铝公司的合资公司，而中国的中信集团和日本的丸红株式会社也持有少量股份。,"The plant is majority owned by a joint venture of Alcoa and Alumina, with China's CITIC and Japan's Marubeni Corp holding smaller shares."
这种方法此前曾用于测定鲸鱼的年龄，但用来确定鲨鱼等鱼类的年龄还是第一次。,"This method had previously been used to determine the age of whales, but it is the first time to be used to determine the age of sharks and other fish."
经济方面，因为日本的生产能力比较强，但是国内市场相对有限，特别是目前在少子老龄化背景下，内需相对比较低迷。,"Economically, Japan enjoys a strong production capacity, but its domestic market is relatively limited. In particular, the domestic demand is relatively weak in the context of aging population."
Kevin Bain 认为这75条鱼可能是被海上龙卷风刮来的沙鳗。,Kevin Bain thinks the 75 fish could be sand eels deposited by a waterspout.
补齐公共体育设施短板,Improvement of public sports facilities
Snapchat并不是唯一一家触及这些文化底线的公司。,Snapchat is not the only company to cross these cultural tripwires.
美军军方指挥官不知道这次干扰的罪魁祸首是太阳风暴而非苏联，于是下令使战机进入战斗准备状态。,"US military commanders did not know that the culprit of the interference was the solar storm rather than the Soviet Union, so they ordered the fighters to enter combat readiness state."
在这种情况下，宁泽涛即使选择在此时退役加入娱乐圈，不仅是他的自由，也是一条看似可行的道路。,"After all, he is only 23 years old. After a certain degree of study, he can perform some TV series with his popularity."
"11日上午,青岛双桃精细化工(集团)有限公司总经理赵秀平来到青岛市排污权交易中心提交排污权申购。","In the morning of 11th day of the month, Zhao Xiuping, the General Manager of Qingdao Shuangtao Fine Chemical (Group) Co., Ltd. came to the trading center to submit emissions subscription."
20年来，“爱心原山”以实际行动书写着人间大爱，原山林场先后接管、代管了5个困难事业单位，直接安置职工近千人次。,"These 20 years, ""Love Yuanshan"" wrote about human love with its practical action. The Yuanshan forestry center has taken over 5 difficult enterprise units and has settled almost one thousand staffs."
卡尔德克禁区前摆脱分球，费尔南多禁区左侧低平球传中，卡尔德克顺势推射破门。,Alan Kardec get rid of the ball in front of the penalty area and Fernando pushed shot.
部队发言人于周五表示，城内残留的伊斯兰国士兵已全部离开，美国支持的部队已完全控制土耳其边境附近的北部城市曼比季。,"U.S.-backed forces have seized full control of northern city of Manbij near the Turkish border after the last remaining Islamic State fighters inside the city left, a spokesman for the group said on Friday."
如果交管部门都能下定决心向开车玩手机行为“宣战”，将这一措施常态化，这种违法行为就一定能受到遏制。,"If the traffic control department can be determined to declare war to the mobile phone playing behavior while driving and normalize such measures, such illegal behaviors will surely be curbed."
在部署去产能的过程中，地方政府一定要把去产能和煤炭产业的转型升级结合起来，大力发展相关的服务业。,"During the process of overcapacity cut deploying, the local government must combine the production capacity and the transformation and upgrading of the coal industry to develop the relevant service industry."
另外，还有多个消息源声称，新一代iPhone将取消3.5mm耳机接口，转而使用蓝牙连接和充电接口，这将为苹果增加第二个扬声器提供空间。,"In addition, there are a number of sources claiming that the new generation of iPhone will have the 3.5mm headphone jack cancelled, and adopt Bluetooth connection and charging interface instead, which will provide space for Apple to add a second speaker."
由于是被逼的，黄伊琳在学会游泳之后就很少主动再下水了，“没想到这项技能还真派上了用场”。,"Because she was forced to learn swimming, she seldom went to swim after mastering the skill. ""I did not expect this skill really to come in handy."""
Mortimer 先生说：“劳工行动收效甚微，相反却会对已然倾注全力的队伍和服务造成压力，导致患者、护理人员及其家人的担心、忧虑及混乱。”,"Mr Mortimer said: ""Industrial action achieves little or nothing, but places pressure on already stretched teams and services and causes worry, distress and disruption for patients, carers and their families."""
我希望此举将给邻居们带来些许安慰，并传递这样一个信息：我们对反社会行为绝不容忍。,I hope that this development will give some comfort to the neighbours and sends out a message that antisocial behaviour will not be tolerated.
科先生的上一本书《炒杂烩菜》是关于美国的中餐，而齐格曼女士在她的《97果园》一书中通过食物讲述了贫民区租客们的生活故事。,"Mr. Coe's last book, ""Chop Suey,"" was about Chinese cuisine in America, while Ms. Ziegelman told the story of life in a Lower East Side tenement through food in her book ""97 Orchard."""
格陵兰鲨又称小头睡鲨，广泛分布于格陵兰岛与冰岛周围的北大西洋海域，其在成年时所达到的身长为4至5米。,"Greenland sharks are also known as small head sleeping sharks, widely distributed in Greenland and the North Atlantic waters around Iceland. It has the length of 4 to 5 meters in their adult age."
自11月份开始，俄罗斯民意也有所扭转。,Russian public opinion has also turned since November.
在给了11周的延长期让他们自愿搬离后，康沃尔郡住房协会本周强行将她与她的丈夫驱离该住所。,Cornwall Housing evicted her and her partner forcefully from the property this week after giving them an extended period of 11 weeks to move on voluntarily.
据《明镜周刊》的报道，酒店很快对所有指控予以澄清，声称一切都是“疏忽”并且向朗兹曼表示“歉意”。,"The hotel itself was quick to brush off any accusations, calling what happened an ""oversight"" and ""apologizing"" to Lanzmann, Der Spiegel reports."
然而，就在大部分互联网医疗企业挣扎在A轮或B轮的融资路上的时候，有几家细分领域领先企业仍能获得资本热捧。,"However, just as the majority of Internet medical companies struggle in the road of A round or B round of financing, several sub-areas leading enterprises can still get the capital touted."
此前，合肥已经率先发布限贷政策，对于在合肥名下有两套房且有一套住房贷款未结清的购房者，银行将拒绝提供房贷服务。,"Prior to this, Hefei has been the first to issue restrictions on lending policy. For people who have two suites in Hefei and have one housing loan not paid, they will be denied with the mortgage services from bank."
之前看上去平静的水面，底下却是激流!,The calm-looking river had rapids in the bottom.
比如，一名中央司令部的官员公开表示可能最早在2015年4月或5月采取一次大型军事行动夺回摩苏尔。,"For example, a Centcom official stated publicly that a major military assault to take back Mosul could begin as early as April or May 2015."
刘璇靓丽的外表让她迅速被人们记住，也奠定了她今后进军娱乐圈的基础。,"After retirement, Liu Xuan starred in a number of TV series, and in 2013 she set up her own studio."
这是一个激动人心的时刻。,This is such an exciting time.
大家都勉为其难地将调羹深入粘稠的棕色糊状物中。,Everyone reluctantly dipped a spoon into the viscous brown goo.
据介绍，今年秋季，德甲联赛形象大使莱曼和马特乌斯将代表德甲在亚洲和美洲陆续展开传奇之旅，为2016/17赛季德甲的开幕打响前哨。,"According to reports, this fall, the Bundesliga ambassador Lyman and Matthaeus will represent the Bundesliga in Asia and the America to continue the legendary tour and start outpost for the opening ceremony of the 2016/17 German Bundesliga season."
此外，雌性的格陵兰鲨据称要到身长约4米时才能性成熟，换算成年龄也就是至少要到156岁才成年。,"In addition, the female Greenland shark is alleged to be sexually matured at about 4 meters in length. That is, it can only reach adulthood at least until the age of 156."
Frank 拥有善良的心地及宽阔的胸怀。,He was a kind spirit with a big heart.
俄罗斯制裁对土耳其打击很大，尤其是禁止每年可输送几百万俄罗斯游客至土耳其海岸的包机服务。,"Russian sanctions have hit hard - particularly the ban on charter flights, which usually carry several million Russian tourists to the Turkish coast each year."
“西部组”将访问塞拉利昂、利比里亚、几内亚比绍等7个国家。,"""Western Group"" will visit seven countries, including Sierra Leone, Liberia and Guinea Bissau."
因恐吓邻居而遭驱逐的一户流氓家庭，在离开前对其所住廉租房进行了破坏，造成了50000英镑的损失。,"A family of yobs left their council house with £50,000 worth of damage after they were evicted for terrorising their neighbours."
萨里奇身为一个年轻的欧洲球员，很多球迷对他并不是很了解，但是通过本届奥运会，相信萨里奇的表现给人们留下了很深的印象。,"As a young European player, Salic is not known to many fans. But I believe he impressed people with his performance in this Olympic Games."
1分钟后费尔南多再度在右路展示奔袭能力，于大宝追防犯规也领到黄牌。,"One minute later, Fernando showed his long-range raid capability at the right wing. Yu Dabao fouled and also got a yellow card."
苏格兰自行车手卡尔姆·斯金纳昨晚在里约自行车赛场男子团体竞速赛帮助英国三人组继2012年伦敦奥运会之后成功卫冕奥运会金牌。,Scotland's Callum Skinner raced to glory in the men's team sprint at the Rio velodrome last night as the Team GB trio defended the title from London 2012.
刘赐贵赴三亚调研“双修、双城”要求提升城市建管水平,"Liu Cigui came to Sanya for the research of ""Double Restoration and Dual City"" and required to enhance the level of urban construction and management"
博迪尼表示，之前他希望这件事情能够在内部解决，但在等待了数月后他意识到“这不可能发生”。,"Bordini said he waited for months for the situation to be handled internally before realising ""this was not going to happen."""
