0,1
三十一号下午，梅德韦杰夫向人民英雄纪念碑敬献花圈。,"In the afternoon of October 31th, Medvedev laid a wreath at the Monument to the People’s Heroes."
于二零一七年十一月四日通过，现予公布，自公布之日起施行。,"on November 4, 2017, of the PRC, and is hereby made public, and will enter into force with immediate effect."
这句话，让当时在场的张黎明深有感触。,The saying made Zhang Liming on the spot deeply moved.
但这些努力引发了民主党和保守团体的反对。他们担心更多排放会影响公众健康。,But the efforts have triggered pushback by Democratics and conservation groups who are concerned about the impact of greater emissions on public health.
“没关系，”其中一名妇女低语道。,"""It's okay,"" one of the women whispers."
本台消息，新华社今天播发把个人理想追求融入国家和民族事业中，广大知识分子和青年学生党员掀起学习贯彻党的十九大精神,"According to reports, Xinhua News Agency broadcast an editorial today calling for the integration of personal ideals into national causes, arousing a wave of enthusiasm among intellectuals and young CPC members in colleges in studying and implementing the spirit of the Nineth Congress of CPC."
比如，东盟的榴莲、荔枝、火龙果等热带水果，进口关税由15%到30%降为零关税。,"For instance, import tariffs have been cut to zero for the following products: tropical fruits from ASEAN such as durians, lychees, and pitaya from 15-30% previously;"
英国总工会苏格兰分会称，该公司对托尔克罗斯 (Tollcross) 工厂投资的未来一直保持沉默。,GMB Scotland said the company had been silent over the future of investment at the Tollcross site.
外交部向 bTV 透露，两名保加利亚人随后被释放。,The ministry of foreign affairs reported bTV that Bulgarians were later released.
斯科特尼的隐秘历史还不是很清楚，因为“英国国民信托组织” (National Trust) 只有在 2006 年最后的继承人伊丽莎白·赫西去世后才完全进入。,"The intimate history of Scotney is relatively unknown, as the National Trust had only gained full access in 2006 when the final heir, Elizabeth Hussey, died."
二月份特朗普就受到关注，当时是在佛罗里达州墨尔本，总统专机慢慢滑行，最终停到了他第一次竞选集会的背景布处，而他的推特账户充斥着对前任总统使用总统专机的抱怨信息。,"Trump drew scrutiny in February when the presidential airplane taxied to the backdrop of his first campaign rally in Melbourne, Fla., and his Twitter account is flush with messages complaining about his predecessor's use of the presidential aircraft."
阿卜杜拉表示,Abdullah said that
去年第三季度，中国手机品牌的累计利润首次在一个季度内超过了15亿美元，这是一个质的突破。,"In the third quarter of last year, the accumulated profits of Chinese mobile phone brands exceeded US$1.5 billion for the first time within a quarter, which was a qualitative breakthrough."
他表示,He expressed that
有数据显示，中国70%的出行需求集中在3公里范围内，以此而论，整个短途出行市场早晚是共享单车的天下。,"Figures indicate that 70% of China’s travel demand is concentrated within a 3km radius. On this basis, the short-distance travel market will become a bike sharing paradise sooner or later."
目前中钢协和国家统计局均未发布6月钢铁行业盈利数据。,"At present, both China Iron and Steel Association and the National Bureau of Statistics have yet to release June’s earnings figures for the steel industry."
梅德韦杰夫祝贺中国共产党成功召开十九大，表示俄方愿同中方深化能源、基础设施建设、产能、航空航天等传统领域合作,"Medvedev congratulated the Communist Party of China on its successful convening of the 19th CPC National Congress, saying that Russia is willing to deepen its cooperation with China in the traditional fields such as energy, infrastructure, production capacity, aviation and aerospace,"
和习近平总书记委托，中共中央办公厅，中共中央对外联络部发表公告。,International Department of Central Committee of CPC and General Office of the CPC Central Committee deliver the publication.
现在这个日常的战队训练，你们行不行。,How do you feel about such routine trainings for combat teams?
但其表示在接下来的几年中，将需要上调利率以遏制脱欧带来的通货膨胀，同时借款费用可能需要以金融市场中期望的更大幅度上调。,But it signalled rate hikes will be needed over the next few years to rein in Brexit-fuelled inflation and said borrowing costs may need to rise by more than expected in financial markets.
体检医生张继认为，在一定程度上，人工智能会比人脑更精准更智慧，能够确保把优质兵员输送到适合的岗位。,"Zhang Ji, a medical examiner, believes that in a certain extent, AI will be more precise and wiser than the human brain, ensuring the delivery of high-quality soldiers to suitable positions."
重点是我们已致力于解决这些侵犯，但是这还需要一个过程。”,"The point is we are committed to addressing these violations, but there are processes to go through,"" he said."
1月21日晚，第三届“马云乡村教师奖”颁奖典礼在海南三亚香格里拉酒店举行，来自全国各个地区的100名乡村教师获此殊荣。,"On the night of January 21, the 3rd “Jack Ma Rural Teachers Award” was held at the Shangri-La Hotel in Sanya, Hainan. One hundred rural teachers across the country won this honor."
公平地说，米勒并没有攻击雕像本身。,"In fairness, Miller did not attack the statue itself."
我们也认真对待法规和当局。”,"We also take the statute and the authority it gives us seriously."""
尽管如此，自从三年前走上弗格森街头时，她一直坚持自己努力铭记的圣歌。,"Still, she clings to a chant she's committed to memory since taking to Ferguson's streets a full three years ago."
获取更多新闻资讯您还可以关注央视新闻移动网，下载地址可搜索,"For more news updates, download our new mobile app. For the download address, search"
特朗普在告诉特恩布尔“这是今天最不愉快的通话”之后挂了电话。,"Mr Trump ended the call after telling Mr Turnbull ""this is the most unpleasant call all day."""
2017年我国货物贸易进出口总值27.79万亿元人民币，比2016年增长14.2%，扭转了此前连续两年下降的局面。,"In 2017, China’s total import and export of goods amounted to RMB27.79 trillion, up 14.2% year-on-year, reversing a declining trend in the last two consecutive years."
如今这些小镇，成为赴浙游客欣赏浙山水、品读浙文化、感受浙乡愁的重要目的地，也将为我省着力打造“诗画浙江”中国最美旅游目的地提供重要助力。,"Today, these little towns have become key destinations for visitors to Zhejiang who come to admire the natural scenery, savor Zhejiang culture, and feel nostalgic about Zhejiang. They will also become key drivers to help the Province create “Picturesque Zhejiang”, China’s most beautiful tourist destination."
审议通过九三学社章程修正案并决定提交九三学社第十一次全国代表大会审议。,The review has approved the amendment to the constitution of the Jiu San Society and decided to submit it to the 11th National Congress of Jiu San Society for review.
近年来，谷歌、微软、亚马逊和Facebook等硅谷巨头在人工智能（AI）领域进行着军备竞赛。,"In recent years, Google, Microsoft, Amazon, Facebook and other Silicon Valley giants have armed themselves for competition in the artificial intelligence (AI) sector."
她在《华盛顿邮报》的新闻故事评论部分中写道，“我很礼貌地评论道，我对他没有回复仇恨犯罪和其他最近的新闻事件表示失望。,"""I politely commented that I was disappointed in his lack of response to hate crimes and other recent news items,"" she wrote in the comment section of The Post's news story."
和《关于部分修改〈中国人民政治协商会议章程〉的决定》,and Implementing the Essence of the 19th National Congress of the Communist Party of China as well as the Decision on Partial Revision of the Constitution of the Chinese people’s Political Consultative Conference.
外交工作的重大部署，深刻领会坚定不移全面从严治党的重大部署。,"An important plan for diplomacy, fully understand the major deployment in exercising self-discipline inside the Party in an unswerving and all-around manner."
在会见阿巴西时李克强表示 ，中方愿秉持高度的政治诚意，同巴方探讨自贸区建设,"When meeting with Abbasi, Li Keqiang said that China willl uphold its high level of political sincerity, explore the construction of a free trade area with Pakistan,"
他们甚至创作了一本漫画书《压抑的头像》，由 Shoili Kanungo 所绘制。该漫画书预想总统将来可以对曼宁准许特权，她能够在狱中看到展览。,"They even created a comic book, Suppressed Images, illustrated by Shoili Kanungo, that envisioned a future where the president would commute Chelsea's sentence and she'd be able to see the exhibition in person."
走私可卡因系列案，孙某某团伙涉美走私新精神活性物质案和王某某团伙,"A string of major drug trafficking cases have been solved, including the smuggling of new psychoactive substances to the United States by Sun's gang, and the"
足球界财务规则对内马尔 (Neymar) 转会巴黎有何影响？,How soccer's financial rules impact Neymar's move to Paris
致力于在阿中全面战略伙伴关系框架下加强和提升两国各领域合作，实现友好的两国人民的共同利益。,I would be committed to strengthening and enhancing the cooperation between our two countries in various fields under the framework of the Arab-China comprehensive strategic partnership and achieving the common interests of the two peoples.”
据悉，黄岩中西部共有留守儿童3000余名，大多数在家与年迈的爷爷奶奶一起生活，因为父母需要外出务工挣钱，他们甚至一年只能见上父母一面。,"It is understood that there are more than 3000 stay-at-home children in Central and Western Huangyan. Most live at home with their aging grandparents. As their parents need to earn a living away from home, they can only see their parents once a year."
整体而言，美国民众对各机构的平均信任度大幅下滑37个百分点，中国民众对各机构的平均信任度上升27个百分点，上升和下降幅度都是28个受调查国家(地区)中最高的。,"On the whole, the average trust of the American people on various institutions fell sharply by 37%, while the average trust of the Chinese people on various institutions rose by 27%. Both ranges were the highest among the 28 countries surveyed (regions)."
但是，只有科林通过短信回复。他表示，因为案件已提交至法庭“我真的不能说太多。”,"Only Colin replied, by text message, to say that because the case was before the courts ""I really cannot say much."""
“我们必须与特朗普政府为迎合污染者和特殊利益群体的思想运动斗争到底。”,"""We've got to keep fighting the Trump administration's ideological crusade to pander to polluters and special interests."""
新浪财经讯 由阿里研究院、中国远见智库论潭共同举办的“第三届新经济智库大会”于1月16日举行，商务部研究院电商所所长张莉出席并发言。,"Sina Finance news. The “3rd New Economy Think Tank Summit” jointly organized by Ali Research Institute and the China Visionary Think Tank Forum was held on January 16. Zhang Li, deputy director of the e-commerce research department at the Ministry of Commerce Chinese Academy of International Trade and Economic Cooperation attended and addressed the Summit."
专柜设立一周的时间，我们现在的所有的文件还有相关辅导销售已经突破十五万册。,"the sales of all showcased documents, readings and references have exceeded 150,000 copies."
在嘉年华的现场，市民们除了可以选购心仪的农产品之外，还可参观展览区展出的本地特选新鲜农作物及幼鱼。,"At the carnival, in addition to being able to shop for the agricultural produce of their choice, residents can also visit the special selection of local fresh agricultural produce and fish fry on display at the exhibition area."
中国将把自身发展同地区国家发展对接起来，把自身安全同地区国家安全融合起来。,China will put its own development in connection with the development of the countries in the region and integrate its own security with the security of the countries in the region.
国家邮政局2016年曾发布报告，指出2015年“双11”期间（11月11日至16日）的快件量约7．8亿件，使用超过30亿条编织袋，99.22亿个包装箱，169.85亿米胶带，胶带长度可以绕地球赤道425圈。,"In 2016, the State Post Bureau published a report stating that approximately 780 million items were delivered by express couriers during the 2015 “Singles’ Day” period (November 11-16), with more than 3 billion woven bags, 9.922 billion packaging cartons, and 16.985 billion meters of adhesive tape used. The length of adhesive tape used could go round the equator 425 times."
会议听取了全国人大外事委员会主任委员傅莹作的关于审议有关涉外条约的情况及决定草案代拟稿的汇报。,"The meeting members heard the report of the director of the National People's Congress Foreign Affairs Committee, Fu Ying, on the status of deliberation on relevant foreign treaties and decision draft."
特朗普同时批评说，参院民主党议员,"At the same time, Trump also criticized that it is a mistake for Democratic members of the Senate"
其中，中国游客人均购物额最大，为213万韩元，达日本游客的6.5倍、美欧游客的3.2倍。,"In particular, the per capita spending for shopping by Chinese tourists, at KRW2.13 million, was the highest; this was 6.5 times that of Japanese tourists and 3.2 times that of American and European tourists."
第四，构建快捷便利的联通格局。,"Fourth, a fast and convenient connected pattern must be built."
联合国驻阿富汗援助团团长星期三称，只有包括女性在内的社会所有成员都参与的选举才是有代表性的。,"Elections can only be representative if all members of society, including women, play a role, the head of the U.N. mission in Afghanistan said Wednesday."
本轮和谈是极端组织在叙利亚境内主要力量被歼灭的新形势下召开的。,"This round of peace talk is held under new conditions, given that extremist groups have been annihilated from their main forces in Syria."
这条微博收获了68000多个“赞”。,"This Weibo received more than 68,000 “likes”."
全国人大常委会委员长张德江四号出席第四个国家宪法日座谈会并讲话,"Zhang Dejiang, president of the Standing Committee of the National People's Congress, attended the 4th National Constitution Day Symposium and delivered a speech on the 4th."
四要充分发挥政协作为协商民主重要渠道和专门协商机构作用，把协商民主落实到履职全过程和各方面。,"Fourthly, it is necessary to give full play to CPPCC’s role as an important channel of consultative democracy and a specialized organization of consultation, implementing consultative democracy throughout the process of performing duties and into all aspects of work."
马里兰州鲍伊的大律师拉克希米·萨尔马·拉马尼并没有愤世嫉俗，但是她询问了关于仇恨犯罪的问题。,"Attorney Lakshmi Sarma Ramani of Bowie, Md., wasn't hateful, but she asked about hate crimes."
表示欢迎，他强调政府的各项经济措施正在提振美国经济,and stressed that all economic measures by the government are boosting the U.S. economy.
习总书记讲话，我仔细地看，想人民这两个字，是二百零三次，讲到了文化发,"I have listened carefully to the report and noticed that our people have been mentioned 203 times, and cultural development 72 times by General Secretary Xi."
他感到惊慌、困惑。,"He's alarmed, confused."
这个厕所问题它是一个纲举目张问题，是一个社会问题发展的节点。,"This toilet problem is an issue of expository themes, it is a node of the social development."
习近平在贺信中指出，当前，以信息技术为代表的新一轮科技和产业革命正在萌发，为经济社会发展注入了强劲动力。,"Xi Jinping pointed out in his congratulatory message that at present, a new technological and industrial revolution represented by information technology is in its infancy, with a strong momentum into economic and social development."
政党要承担起这一使命，关键要加强自身建设,"To take up this mission, it is crucial for political parties to strengthen their own foundation and construction."
以往在经济下行中，主要是低端、初级产品受冲击大的特点，但此次经济波动中，东北传统工业高端、低端工业产品都受到影响。,"When the economy decelerated in the past, low-end and primary commodities were the most significantly affected. In the current economic fluctuation however, both high- and low-end industrial products of Northeast China’s traditional industries were affected."
多年后他说“我累了。”,"""I'm tired."""
内马尔已经签署了一项为期五年的协议，所以转会费在未来五年的年度账户中可能会显示为 4440 万欧元的费用。,"Neymar has signed a five-year deal, so the transfer fee could be shown as a 44.4 million-euro cost in the annual accounts for the next five years."
但是没人能够一直阻止特朗普引起争议。,But no one has been able to consistently prevent Trump from stirring up controversy.
要弘扬理论联系实际的学风,We shall carry forward the academic atmosphere of linking theory with practice
联合国称阿富汗民主取决于女性的政治地位,"Afghan democracy depends on political role for women, U.N. says"
习近平关于全面从严治党的妙喻,Brilliant Metaphors of Xi Jinping about Comprehensively Strengthening Party Discipline
文莱苏丹哈桑纳尔在贺函中表示，在阁下的英明领导下，中国经济发展取得卓越成就。,"Brunei Sultan Hassannar said in his letter of greetings, “China's economic development has achieved remarkable achievements and"
——2017年12月25日至26日，习近平在中央政治局召开的民主生活会上发表重要讲话,"-- During December 25 and 26, 2017, Xi Jinping gave a keynote speech at the meeting of democratic life held by Political Bureau of the Central Committee of the CPC"
党和国家工作全局，事关中国特色社会主义事业长远发展，事关最广大人民根本利益,"Overall situation of the Party and the state, has a direct bearing on the long-term development of the socialist cause with Chinese characteristics and the interests of the great majority of the people"
制贩、走私阿尔法P. V. P. 等重特大毒品案件。,production and smuggling of Alpha P. V. P. by Wang's gang.
快递公司已经意识到了快递业造成的环境污染不可小视。,Express delivery companies have also become aware that the environmental pollution resulting from the express delivery sector should not be ignored.
汪洋指出，南水北调工程建成运营并取得巨大成效，再次验证了我国的政治优势和制度优势。,"Wang Yang pointed out that the South-to-North Water Diversion Project had made great achievement since its establishment and operation, which once again validated China’s political advantages and institutional superiorities."
更好构筑中国精神、中国价值、中国力量，为人民提供精神指引。,"We should do more to foster a Chinese spirit, Chinese values, and Chinese strength in order to provide a source of cultural and moral guidance for our people."
那一刻，我感到不寒而栗。,In that moment I felt chills.
联合国副秘书长刘振民、苹果首席执行官蒂姆库克、思科首席执行官罗卓克、互联网之父罗伯特卡恩,"UN Deputy Secretary-General Liu Zhenmin, Apple CEO Tim Cook, Cisco CEO Chuck Robbins, Father of the Internet Robert Kahn,"
不久前，中国国家能源局宣布，2020年前，将向可替代能源领域投资2.5万亿元人民币。,"Not long ago, the National Energy Administration of China announced that by 2020, it will invest 2.5 trillion yuan in the field of alternative energy."
预计12月固定资产投资累计增速为7.2%，与上月持平，低于去年。,"Cumulative growth rate of fixed asset investment in December is forecast to be at 7.2%, unchanged from the previous month, but lower than that a year ago."
中共中央政治局委员、中宣部部长黄坤明主持会议。,"Huang Kunming, member of the Political Bureau of the CPC Central Committee and Head of the Central Propaganda Department, presided over the meeting."
还融入了越来越多的人性化设计,but also incorporates more humanized designs.
2015年，全球空气污染致死案例中约有25%发生在印度。,"In 2005, approximately 25% of deaths resulting from global air pollution occurred in India."
不同于以往捡垃圾、发宣传材料的传统方式，主办方专门设置了6个游戏体验区，包括节水马桶展示、酵素制作体验、交通多米诺骨牌等。,"Unlike the past traditional methods of picking up trash and handing out promotional material, the organizers have set up six special game experiential zones, including water-efficient toilets, enzyme production experiences, and traffic dominoes."
习主席讲,President Xi pointed out that
当涉及就业和职场时，研究认为AI可取代任务而非工作岗位，同时可帮助创造新的工作。,"In terms of employment and the job market, researchers believed that AI can replace tasks but not the job post. It can also help create new jobs at the same time."
塞希说：“一些外国人已经在中国生活多年，但对他们的东道国几乎没有什么体验。如果你最初接触中国人的尝试不算成功，那么你很容易有还是与其他外国人相处更容易的感觉。,"Sage said: 'Some foreigners have lived in China for many years, but they have little experience with their host country. If your initial attempt to interact with the Chinese is not successful, then it is easy for you to feel more comfortable with other foreigners."
努力把我们生于斯、长于斯的这个星球建成一个和睦的大家庭，把世界各国人民对美好生活的向往变成现实。,We should strive to build this planet where we were born and grow into a harmonious family where our shared yearning for a good life for all the people of the world can be turned into a reality.
"1999年面世的文迪雅是一种胰岛素增敏剂,适用于治疗Ⅱ型糖尿病。","Avandia, which debuted in 1999, is an “insulin sensitizer”, used for treating Type 2 diabetes."
俄罗斯副总理维塔利·穆特科表示，落实世界反兴奋剂机构 (WADA) 针对恢复俄罗斯反兴奋剂机构 (RUSADA) 权利的剩余标准不会花费过长时间。,Russian Deputy Prime Minister Vitaly Mutko has said it will not take long to implement the remaining World Anti-Doping Agency (WADA) criteria for the reinstatement of the Russian Anti-Doping Agency (RUSADA).
在画廊墙上写下的艺术家声明中，曼宁的超大号签名在下面 (名字中的“i”用一颗心来画出来) ，呼吁结束“以性别、性取向和文化为基础的党派之争乱像。”,"In an artist statement written on the gallery's wall, Manning's super-sized signature below it (the ""i"" in her last name dotted with a heart), called for an end to the ""automatic factionalism that gender, race, sexuality, and culture have been the basis of."""
高耗能、高污染行业下降超两个百分点，而高技术产业、装备制造业和消费品行业保持平稳较快发展。,"The industries with high energy consumption and high pollution decline by 2 percentage points while hi-tech industry, equipment manufacturing industry and consumer products industry keep growing steadily and quickly."
现在，尽快在全国范围内推出这项试验以便保护接触艾滋病毒的人员，并帮助我们更进一步地终止艾滋病毒在社会中的传播，这点非常重要。”,Now it is important that this trial is rolled out as quickly as possible across the country to protect individuals who are exposed to HIV and help take us one step closer to ending the spread of HIV in society.'
中共中央总书记、国家主席习近平十二月一号在人民大会堂出席中国共产党与世界政党高层对话会开幕式，并发表,"On December 1st, General Secretary of CPC Central Committee and President Xi Jinping attended the opening ceremony of the CPC in Dialogue with World Political Parties High-level Meeting at the Great Hall of the People and delivered"
下雨天如果递上一把及时伞，也能让游客更好地体验小镇的风情。,"If the tourists are handed in an umbrella on a rainy day, they can better experience the town’s style."
“因为如果不全程跟进，员工就会想，‘你真的听到我说的了吗？,"""Because if you don't follow through, employees will wonder, 'Did you really hear me?"
乌方愿同中方共同努力，加强交通设施、水电等领域合作，推动两国关系与合作全面发展。,"Uzbekistan is ready to make joint efforts with China to strengthen cooperation in transportation facilities, hydropower, and other fields so as to promote the all-round development of bilateral relations and cooperation."
按照党中央国务院的部署，二零一二年启动营业税改征增值税试点， 二零一六年五月一号全面推开。,"In accordance with the plan of the Central Party Committee and the State Council, a pilot project to replace the business tax with a value-added tax was launched in 2012 and was fully launched from May 1, 2016."
我想回到轻量级。,I want to come down to lightweight.
脸书新闻馈送产品经理莎拉·苏在一篇博客中表示：“除了看到哪些故事受到第三方事实核查员的质疑外，人们还希望有更多的背景来帮助他们对阅读和分享的内容做出明智的决定。,"""In addition to seeing which stories are disputed by third-party fact checkers, people want more context to make informed decisions about what they read and share,"" said Sara Su, Facebook news feed product manager, in a blog."
截至2017年1月，重庆全市共完钻页岩气井368口(不含参数井)，投产261口，近期，随着中国石化南川区平桥南区域内4口页岩气探井测试日产量均超过20万立方米的好消息传来，全球北美以外首个商业化开采的大型页岩气田中国石化涪陵页岩气田有望按照计划在今年建成100亿立方米产能。,"As for January 2017, a total of 368 shale gas wells (excluding parameter drill-holes) have been drilled in Chongqing, and 261 have commenced production. With recent positive news that the production volume of each of the four shale gas exploratory wells at Sinopec’s Southern Pingqiao block of the Nanchuan District has exceeded 200,000 cubic meters per day, Sinopec’s Fuling shale gas field, which is expected to have a planned capacity of 10 billion cubic meters this year, will become the first commercialized drilling of a large-scale shale gas field outside North America."
加州的各大汽车经销商共有22款电动汽车在售，但其他州的选择少得多，位居第二的州只有14款车型，甚至有6个州没有任何电动汽车销售。,"A total of 22 models of electric vehicles are sold at all major car dealers in California, but the selection in other states is a lot more limited. The second placed state only has 14 models while six states do not have any electric vehicles on sale."
其中，国家级环保项目55个，争取国家环保专项资金13246万元；省级环保项目43个，争取省级环保专项资金1280万元。,"In particular, 55 were national-level environmental protection projects, for which special national environmental protection funds of RMB132.46 million were received; 43 were provincial-level environmental protection projects for which special provincial environmental funds of RMB12.8 million were received."
有一对夫妇专程从纽约伊萨卡来看演出，还有很多人就住在马路附近。,"One couple has traveled from Ithaca, New York, to see the performance, many are from just down the road."
两兄弟上演 5 亿美元房地产帝国争夺大战,Brothers fight over $500 million property empire
不仅要集中发挥两国大企业大而强的优势，加强能源、航天、航空、跨境基础设施等领域战略性大项目合作，而且要利用好中小企业小而活的优势,"To achieve this, it would require not only giving full play to the large and strong enterprises of the two countries and strengthening their cooperation on large strategic projects in the fields of energy, aerospace, aviation and cross-border infrastructure, but also making good use of the flexible small-and-medium enterprises and encouraging"
世界卫生组织前不久警告圣保罗州染病风险高，提醒前往那里的外国游客提前10天接种疫苗。,"The World Health Organization warned São Paulo state that the risk of infection was high, and reminded visiting foreign tourists to be vaccinated 10 days before going there."
从本质上讲，旅游风情小镇是一个复合型开放式的旅游景区，更应是当地居民和外来游客乃至旅居者共建共享的生活空间。,"Essentially speaking, the tourism style town is a complex open-style tourism area, and it should be a shared living space for local residents, exotic tourists and even sojourners."
中新网12月29日电,"China News Service, December 29"
人类是否可以像实验中的小白鼠一样将体内来自路氏乳杆菌的色氨酸副产物诱导细胞发育，目前尚未可知，但在炎症性肠病患者中发现与色氨酸有关的基因缺陷。,"It is not known whether tryptophan byproducts from L. reuteri induce the cells to develop in people as they do in mice, but defects in genes related to tryptophan have been found in people with inflammatory bowel disease."
这项研究成果的意义是多重的，最重要的是它展现了中国科学家使用最前沿的技术,"The significance of this result is diverse. Above all, it shows the ability of Chinese scientists to use the most cutting-edge technologies"
虽然卡塔尔的公司可以赞助巴黎圣日尔曼足球俱乐部，但如果赞助金额被认为超过标准市场价格，那么欧足联不会将其视为合法收入。,"While a Qatari company could sponsor PSG, if the value of the sponsorship was deemed to exceed standard market rates UEFA would not allow it to count as legitimate income."
是不是我们游客要进入的下一个厕所就没有纸了，所以这也是我们在新三年计划中特别强调的,Is there paper in the next toilet for tourists to use? This is what we highlighted in the new three-year plan.
今天是十一月三号星期五农历九月十五，欢迎收看新闻联播节目。,"Today is Friday, November 3rd, and the 15th day of ninth month of the Lunar Calendar. Welcome to Xinwen Lianbo."
我市与其同步开展浙江制造团体标准对标和达标工作的还有步阳、群升集团。,Buyang Group and Qunsheng Group are also enterprises in the city that are carrying out the Made in Zhejiang team’s benchmarking and and standard achievement work.
"巴黎圣日尔曼足球俱乐部被判罚款 6000 万欧元 (按当时汇率计为 8200 万美元) , 后来减少到 2000 万欧元，并要求在 2014-15 赛季的冠军联赛该球队减少球员到 21 名，而不是正常的 25 名球员。",PSG was handed a fine of 60 million euros (then $82 million) - that was later reduced to 20 million euros - and ordered to limit its Champions League squads to 21 players for the 2014-15 season instead of the normal 25.
WADA 路线图在这方面进行了更新，”穆特科周四表示。,"The WADA roadmap was updated in this regard,"" Mutko stated on Thursday."
记者2日从拉萨净土篮球俱乐部获悉，近期，拉萨净土篮球青少年队在北京举行的全国青少年篮球联赛总决赛中获得第四名。,"On the 2nd, reporters learned from Lhasa Pure Land Basketball Club that the Lhasa Pure Land Basketball Youth Team came in fourth at the National Youth Basketball League Finals held in Beijing."
官方并没有发布被绑架对象和绑架过程的信息，因此写下这个城市都知道的事情时需要慎之又慎：那就是这家餐厅是毒贩和官方都爱去的地方。,"There was no official word on who was abducted or how it happened, so caution set in when it came time to write what everyone in the city knows: that the restaurant is a favorite of both drug traffickers and authorities."
十二届全国人大常委会,The 12th session of the NPC Standing Committee
“你还记得我教过你什么时候黑人不得不为自己的信仰而战吗？”她回忆道。,"""You remember how I taught you about when black people had to fight for what they believed in?"" she recalled saying."
三星计划今年开始出货这套摄影机系统，这套系统是建构在机器自动学习及扩增实境等技术上。,"Samsung plans to begin shipping this camera system, which is built on automatic machine learning and augmented reality technology this year."
几个月后，印度政府首次购买了8架P-8I海上巡逻机，于2013年部署在印度洋海域，2016年，印度再次以当初的价格购买了4架P-8I。,"A few months later, the Indian government purchased eight P-8I maritime patrol aircraft for the first time and deployed them over the Indian Ocean in 2013. In 2016, India purchased four P-8Is at the original price once again."
受中共中央,"Entrusted by CPC Central Committee and General Secretary Xi Jinping,"
一名马萨诸塞州女子因通过短信和电话怂恿男友自杀而被判刑两年半。,A Massachusetts woman has been sentenced to two and a half years for encouraging her boyfriend to commit suicide through texts and phone calls.
弘扬红船精神座谈会十二月四号在浙江嘉兴召开，中共中央政治局常委、中央书记处书记王沪宁出席会议并讲话。,"The symposium on carrying forward the Red Ship Spirit was held on December 4 in Jiaxing, Zhejiang Province. Wang Huning, member of the Standing Committee of the Political Bureau of the CPC Central Committee and Secretary of the Central Secretariat, attended the meeting and made a speech."
但是，他也逐渐意识到，自己并未能为家乡作出能够配得上这份“荣耀”的贡献。,"However, he also gradually became aware that he was unable to make a contribution commensurate with this “honor” to his hometown."
我将获得第二次机会参加比赛，而那里的氛围将妙不可言。”,"I'm getting a second chance to go out there and compete and it's just going to be such an amazing atmosphere out there."""
华尔街见闻主编精选《读要闻|2018：全球央妈开启数字货币元年？》曾提到，从监管、接受/批判、采纳的任一角度来看，2018年都将成为全球央行的数字货币元年。,"Wallstreetcn Editor's selection: Reading News | 2018: Global Central Banks Are Ushering Digital Currency? One article points out that 2018 is destined to be the first year of digital currency for central banks across the world, viewing from the perspectives of supervision, acceptance/criticism and adoption."
该公司正在加紧生产首款面向大众市场的长距离电动车Model 3，并计划在2017年底推出。,"The company is stepping up production of its first long-distance electric vehicle Model 3 targeted at the mass market, and plans to launch it by the end of 2017."
纵观国际，荷兰利瑟小镇、奥地利哈尔施塔特小镇、法国南瓜小镇，分别以郁金香、“盐”和南瓜为核心吸引物，每年吸引大量世界各地游客，实现旅游推助小镇经济腾飞。,"Throughout the world, the tulips of the Netherlands’ Lisse Town, the salt of Austria’s Hallstatt Town, and the pumpkins of Pumpkin Town in France, have been attracting a large number of tourists from all over the world each year. This has allowed the realization that tourism could help the economic growth of smalls towns as well."
这个公寓原先是一间布局复杂的单间 -- 需要穿过厨房才能走到卧室 -- 乔安妮当时就想增加储物空间和阁楼，以充分利用充足的天花板高度。,Originally a one-bedroom property with a convoluted layout - you had to walk through the kitchen to get to the bedroom - Joanne wanted to add storage space and a mezzanine to make the most of the generous ceiling height.
报道表示，但智能手机只是北京技术雄心的开始，面部识别软件已经十分普及，许多手机应用都使用这种技术来进行银行转账和支付、让人们进入公寓和办公室，甚至用它来核实网约车司机的身份。,"According to reports, smart phones are just the beginning of Beijing's technical ambitions. Face recognition technology is being widely used across the city. Many mobile phone applications use this technology to facilitate bank transfers and payments, grant people access apartments and offices, and even use it to verify identity of the drivers providing car-hailing service."
土耳其正义与发展党主席、总统埃尔多安在贺函中表示，我谨衷心祝贺阁下再次当选中共中央总书记。,"President Erdogan, the chairman of the Justice and Development Party of Turkey, said in his letter of greetings , “I sincerely congratulate you on your re-election as the general secretary of the CPC Central Committee."
张德江强调，深入开展宪法宣传教育，是全面推进依法治国的重要基础性工作，也是一项久久为功的长期任务。,Zhang Dejiang emphasized that conducting in-depth publicity and education on the Constitution is important fundamental work for comprehensively promoting the administration of the country according to the law and is also a long-term task that needs constant effort.
现任欧足联首席技术官的卢佩斯库在本次大会上做了一份关于2016年欧锦赛以及上赛季欧冠联赛的技术报告。,"Lupekscu, the current Chief Technology Officer of UEFA, made a technical report on the 2016 UEFA Euro and the last season of European Champions League at the meeting."
做出的一项重大决策,to the outside world.
结果是，即使在最安全的时候，也要保持高度的自我审查和自我保护。,"The result is, even in the best of times, a high-level of self-censorship and self-preservation."
在截至 2018 的三年《规则》评估期中，俱乐部可能会损失 3000 万欧元。,"During the current three-year FFP assessment period that runs through 2018, clubs can incur losses of 30 million euros."
